,movie_id,Unnamed: 0,movie_id,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,importent_feature
1146,1146,1146,1146,Paul McGuigan,Daniel Radcliffe,Spencer Wilding,Daniel Mays,Drama Horror Sci-Fi Thriller,victor frankenstein,victor frankenstein Paul McGuigan Daniel Radcliffe Spencer Wilding Daniel Mays Drama Horror Sci-Fi Thriller
1147,1147,1147,1147,Gus Van Sant,F. Murray Abraham,Rob Brown,Michael Nouri,Drama,finding forrester,finding forrester Gus Van Sant F. Murray Abraham Rob Brown Michael Nouri Drama
1148,1148,1148,1148,Betty Thomas,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,Comedy Drama,28 days,28 days Betty Thomas Steve Buscemi Viggo Mortensen Elizabeth Perkins Comedy Drama
1149,1149,1149,1149,Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins,Action Crime Drama Thriller,unleashed,unleashed Louis Leterrier Morgan Freeman Jet Li Bob Hoskins Action Crime Drama Thriller
1150,1150,1150,1150,Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,Comedy Romance,the sweetest thing,the sweetest thing Roger Kumble Judith Chapman Lillian Adams Chelsea Bond Comedy Romance
1151,1151,1151,1151,Sydney Pollack,Tom Cruise,Holly Hunter,Wilford Brimley,Drama Mystery Thriller,the firm,the firm Sydney Pollack Tom Cruise Holly Hunter Wilford Brimley Drama Mystery Thriller
1152,1152,1152,1152,Burr Steers,Augustus Prew,Charlie Tahan,Valerie Tian,Drama Fantasy Romance,charlie st. cloud,charlie st. cloud Burr Steers Augustus Prew Charlie Tahan Valerie Tian Drama Fantasy Romance
1153,1153,1153,1153,Simon West,Jason Statham,Tony Goldwyn,Mini Anden,Action Crime Thriller,the mechanic,the mechanic Simon West Jason Statham Tony Goldwyn Mini Anden Action Crime Thriller
1154,1154,1154,1154,Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,Action Comedy Crime,21 jump street,21 jump street Phil Lord Channing Tatum Dax Flame Rob Riggle Action Comedy Crime
1155,1155,1155,1155,Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,Comedy Drama Romance,notting hill,notting hill Roger Michell Julia Roberts Clarke Peters Dylan Moran Comedy Drama Romance
1156,1156,1156,1156,Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,Adventure Animation Comedy Drama Family,chicken run,chicken run Peter Lord Imelda Staunton Miranda Richardson Julia Sawalha Adventure Animation Comedy Drama Family
1157,1157,1157,1157,John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,Comedy Romance,along came polly,along came polly John Hamburg Philip Seymour Hoffman Masi Oka Debra Messing Comedy Romance
1158,1158,1158,1158,Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,Comedy Drama Romance,boomerang,boomerang Reginald Hudlin John Witherspoon Eartha Kitt Geoffrey Holder Comedy Drama Romance
1159,1159,1159,1159,Paul Feig,Michael Rapaport,William Xifaras,Demián Bichir,Action Comedy Crime,the heat,the heat Paul Feig Michael Rapaport William Xifaras Demián Bichir Action Comedy Crime
1160,1160,1160,1160,Joseph L. Mankiewicz,Martin Landau,Richard Burton,Roddy McDowall,Biography Drama History Romance,cleopatra,cleopatra Joseph L. Mankiewicz Martin Landau Richard Burton Roddy McDowall Biography Drama History Romance
1161,1161,1161,1161,Frank Coraci,Salma Hayek,Reggie Lee,Charice,Action Comedy Sport,here comes the boom,here comes the boom Frank Coraci Salma Hayek Reggie Lee Charice Action Comedy Sport
1162,1162,1162,1162,Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison,Crime Drama Mystery Thriller,high crimes,high crimes Carl Franklin Morgan Freeman Adam Scott Bruce Davison Crime Drama Mystery Thriller
1163,1163,1163,1163,Barbra Streisand,Jeff Bridges,Austin Pendleton,Mimi Rogers,Comedy Drama Romance,the mirror has two faces,the mirror has two faces Barbra Streisand Jeff Bridges Austin Pendleton Mimi Rogers Comedy Drama Romance
1164,1164,1164,1164,Mark Pellington,Debra Messing,Will Patton,David Eigenberg,Drama Horror Mystery Thriller,the mothman prophecies,the mothman prophecies Mark Pellington Debra Messing Will Patton David Eigenberg Drama Horror Mystery Thriller
1165,1165,1165,1165,Larry Charles,Bono,Elton John,Slash,Comedy,brüno,brüno Larry Charles Bono Elton John Slash Comedy
1166,1166,1166,1166,John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,Action Adventure Thriller,licence to kill,licence to kill John Glen Robert Davi Talisa Soto Anthony Zerbe Action Adventure Thriller
1167,1167,1167,1167,Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen,Fantasy Horror Mystery Thriller,red riding hood,red riding hood Catherine Hardwicke Gary Oldman Billy Burke Virginia Madsen Fantasy Horror Mystery Thriller
1168,1168,1168,1168,John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,Action Crime Drama Thriller,15 minutes,15 minutes John Herzfeld Robert De Niro Charlize Theron Kelsey Grammer Action Crime Drama Thriller
1169,1169,1169,1169,Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,Adventure Comedy Family Fantasy Sci-Fi,super mario bros.,super mario bros. Annabel Jankel Bob Hoskins Fisher Stevens Fiona Shaw Adventure Comedy Family Fantasy Sci-Fi
1170,1170,1170,1170,Andrew Niccol,Nicolas Cage,Jeremy Crutchley,Jared Burke,Crime Drama Thriller,lord of war,lord of war Andrew Niccol Nicolas Cage Jeremy Crutchley Jared Burke Crime Drama Thriller
1171,1171,1171,1171,Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,Action Adventure History,hero,hero Yimou Zhang Jet Li Tony Chiu Wai Leung Maggie Cheung Action Adventure History
1172,1172,1172,1172,Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,Action Comedy Crime Romance Thriller,one for the money,one for the money Julie Anne Robinson Fisher Stevens Debbie Reynolds Patrick Fischler Action Comedy Crime Romance Thriller
1173,1173,1173,1173,Evan Goldberg,James Franco,Randall Park,Anders Holm,Comedy,the interview,the interview Evan Goldberg James Franco Randall Park Anders Holm Comedy
1174,1174,1174,1174,Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,Action Fantasy Western,the warrior's way,the warrior's way Sngmoo Lee Tony Cox Dong-gun Jang Jed Brophy Action Fantasy Western
1175,1175,1175,1175,unknown,Tim Conway,Gavin MacLeod,Bob Hastings,Comedy War,mchale's navy            ,mchale's navy             unknown Tim Conway Gavin MacLeod Bob Hastings Comedy War
1176,1176,1176,1176,Jean-Pierre Jeunet,Omar Sy,Dany Boon,André Dussollier,Action Comedy Crime,micmacs,micmacs Jean-Pierre Jeunet Omar Sy Dany Boon André Dussollier Action Comedy Crime
1177,1177,1177,1177,Curtis Hanson,Mekhi Phifer,Omar Benson Miller,Evan Jones,Drama Music,8 mile,8 mile Curtis Hanson Mekhi Phifer Omar Benson Miller Evan Jones Drama Music
1178,1178,1178,1178,Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,Adventure Animation Comedy Family,animal kingdom: let's go ape,animal kingdom: let's go ape Jamel Debbouze Jamel Debbouze Youssef Hajdi Mélissa Theuriau Adventure Animation Comedy Family
1179,1179,1179,1179,Brian Helgeland,Heath Ledger,Rufus Sewell,Bérénice Bejo,Action Adventure Romance,a knight's tale,a knight's tale Brian Helgeland Heath Ledger Rufus Sewell Bérénice Bejo Action Adventure Romance
1180,1180,1180,1180,Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,Action Comedy Fantasy,the medallion,the medallion Gordon Chan Julian Sands Lee Evans Anthony Chau-Sang Wong Action Comedy Fantasy
1181,1181,1181,1181,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams,Drama Mystery Thriller,the sixth sense,the sixth sense M. Night Shyamalan Bruce Willis Haley Joel Osment Olivia Williams Drama Mystery Thriller
1182,1182,1182,1182,Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,Action Crime Thriller,man on a ledge,man on a ledge Asger Leth Robert Clohessy Mandy Gonzalez J. Smith-Cameron Action Crime Thriller
1183,1183,1183,1183,David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,Comedy,the big year,the big year David Frankel Joel McHale Kevin Pollak JoBeth Williams Comedy
1184,1184,1184,1184,John G. Avildsen,Martin Kove,William Zabka,William Bassett,Action Drama Family Sport,the karate kid,the karate kid John G. Avildsen Martin Kove William Zabka William Bassett Action Drama Family Sport
1185,1185,1185,1185,David O. Russell,Jennifer Lawrence,Christian Bale,Bradley Cooper,Crime Drama,american hustle,american hustle David O. Russell Jennifer Lawrence Christian Bale Bradley Cooper Crime Drama
1186,1186,1186,1186,Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,Comedy Drama Romance,the proposal,the proposal Anne Fletcher Ryan Reynolds Denis O'Hare Craig T. Nelson Comedy Drama Romance
1187,1187,1187,1187,Bruce Beresford,Bruce Greenwood,Annabeth Gish,Bruce Campbell,Crime Mystery Thriller,double jeopardy,double jeopardy Bruce Beresford Bruce Greenwood Annabeth Gish Bruce Campbell Crime Mystery Thriller
1188,1188,1188,1188,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi,back to the future part ii,back to the future part ii Robert Zemeckis Lea Thompson Jeffrey Weissman Thomas F. Wilson Adventure Comedy Sci-Fi
1189,1189,1189,1189,Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,Action Sci-Fi Thriller,lucy,lucy Luc Besson Scarlett Johansson Morgan Freeman Amr Waked Action Sci-Fi Thriller
1190,1190,1190,1190,Sam Taylor-Johnson,Jennifer Ehle,Luke Grimes,Callum Rennie,Drama Romance,fifty shades of grey,fifty shades of grey Sam Taylor-Johnson Jennifer Ehle Luke Grimes Callum Rennie Drama Romance
1191,1191,1191,1191,Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,spy kids 3-d: game over,spy kids 3-d: game over Robert Rodriguez Sylvester Stallone Salma Hayek Alexa PenaVega Action Adventure Comedy Family Sci-Fi
1192,1192,1192,1192,Joel Schumacher,Kevin Spacey,Matthew McConaughey,Oliver Platt,Crime Drama Thriller,a time to kill,a time to kill Joel Schumacher Kevin Spacey Matthew McConaughey Oliver Platt Crime Drama Thriller
1193,1193,1193,1193,Shawn Levy,Tom Welling,Alyson Stoner,Bonnie Hunt,Comedy Family,cheaper by the dozen,cheaper by the dozen Shawn Levy Tom Welling Alyson Stoner Bonnie Hunt Comedy Family
1194,1194,1194,1194,Peter Berg,Jerry Ferrara,Scott Elrod,Dan Bilzerian,Action Biography Drama Thriller War,lone survivor,lone survivor Peter Berg Jerry Ferrara Scott Elrod Dan Bilzerian Action Biography Drama Thriller War
1195,1195,1195,1195,Penny Marshall,Tom Hanks,Lori Petty,Rosie O'Donnell,Comedy Drama Sport,a league of their own,a league of their own Penny Marshall Tom Hanks Lori Petty Rosie O'Donnell Comedy Drama Sport
1196,1196,1196,1196,James Wan,Javier Botet,Frances O'Connor,Robin Atkin Downes,Horror Mystery Thriller,the conjuring 2,the conjuring 2 James Wan Javier Botet Frances O'Connor Robin Atkin Downes Horror Mystery Thriller
1197,1197,1197,1197,David Fincher,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,Biography Drama,the social network,the social network David Fincher Andrew Garfield Dustin Fitzsimons Marcella Lentz-Pope Biography Drama
1198,1198,1198,1198,Ken Kwapis,Carmen Perez,Sabrina Revelle,Sachiko Ishida,Comedy Drama Romance,he's just not that into you,he's just not that into you Ken Kwapis Carmen Perez Sabrina Revelle Sachiko Ishida Comedy Drama Romance
1199,1199,1199,1199,David Zucker,Beau Mirchoff,Carmen Electra,Regina Hall,Comedy,scary movie 4,scary movie 4 David Zucker Beau Mirchoff Carmen Electra Regina Hall Comedy
1200,1200,1200,1200,Wes Craven,Kelly Rutherford,Roger Jackson,Nancy O'Dell,Horror Mystery,scream 3,scream 3 Wes Craven Kelly Rutherford Roger Jackson Nancy O'Dell Horror Mystery
1201,1201,1201,1201,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi Western,back to the future part iii,back to the future part iii Robert Zemeckis Lea Thompson Jeffrey Weissman Thomas F. Wilson Adventure Comedy Sci-Fi Western
1202,1202,1202,1202,Etan Cohen,Will Ferrell,Alison Brie,Craig T. Nelson,Comedy Crime,get hard,get hard Etan Cohen Will Ferrell Alison Brie Craig T. Nelson Comedy Crime
1203,1203,1203,1203,Francis Ford Coppola,Keanu Reeves,Anthony Hopkins,Gary Oldman,Fantasy Horror Romance,bram stoker's dracula,bram stoker's dracula Francis Ford Coppola Keanu Reeves Anthony Hopkins Gary Oldman Fantasy Horror Romance
1204,1204,1204,1204,Nora Ephron,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,Biography Drama Romance,julie & julia,julie & julia Nora Ephron Meryl Streep Mary Lynn Rajskub Vanessa Ferlito Biography Drama Romance
1205,1205,1205,1205,Brian Helgeland,Harrison Ford,Christopher Meloni,Nicole Beharie,Biography Drama Sport,42,42 Brian Helgeland Harrison Ford Christopher Meloni Nicole Beharie Biography Drama Sport
1206,1206,1206,1206,Anthony Minghella,Philip Seymour Hoffman,Matt Damon,Jack Davenport,Crime Drama Thriller,the talented mr. ripley,the talented mr. ripley Anthony Minghella Philip Seymour Hoffman Matt Damon Jack Davenport Crime Drama Thriller
1207,1207,1207,1207,Bobby Farrelly,Bill Murray,Kathleen Turner,Rob Riggle,Comedy,dumb and dumber to,dumb and dumber to Bobby Farrelly Bill Murray Kathleen Turner Rob Riggle Comedy
1208,1208,1208,1208,Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,Adventure Drama Family,eight below,eight below Frank Marshall Paul Walker Bruce Greenwood Wendy Crewson Adventure Drama Family
1209,1209,1209,1209,Nancy Meyers,Robert De Niro,Anne Hathaway,Rene Russo,Comedy Drama,the intern,the intern Nancy Meyers Robert De Niro Anne Hathaway Rene Russo Comedy Drama
1210,1210,1210,1210,Tim Story,Olivia Munn,Nadine Velazquez,Bruce McGill,Action Comedy,ride along 2,ride along 2 Tim Story Olivia Munn Nadine Velazquez Bruce McGill Action Comedy
1211,1211,1211,1211,Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,Action Adventure Drama Romance War,the last of the mohicans,the last of the mohicans Michael Mann Wes Studi Terry Kinney Eric Schweig Action Adventure Drama Romance War
1212,1212,1212,1212,Taylor Hackford,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,Biography Drama Music,ray,ray Taylor Hackford Bokeem Woodbine Curtis Armstrong Harry Lennix Biography Drama Music
1213,1213,1213,1213,Frank Miller,Rosario Dawson,Powers Boothe,Jason Douglas,Crime Thriller,sin city,sin city Frank Miller Rosario Dawson Powers Boothe Jason Douglas Crime Thriller
1214,1214,1214,1214,Pete Travis,Dennis Quaid,Edgar Ramírez,William Hurt,Crime Drama Mystery Thriller,vantage point,vantage point Pete Travis Dennis Quaid Edgar Ramírez William Hurt Crime Drama Mystery Thriller
1215,1215,1215,1215,John Hamburg,J.K. Simmons,Jon Favreau,Jane Curtin,Comedy Romance,"i love you, man","i love you, man John Hamburg J.K. Simmons Jon Favreau Jane Curtin Comedy Romance"
1216,1216,1216,1216,Bobby Farrelly,Jason Alexander,Bruce McGill,Susan Ward,Comedy Drama Fantasy Romance,shallow hal,shallow hal Bobby Farrelly Jason Alexander Bruce McGill Susan Ward Comedy Drama Fantasy Romance
1217,1217,1217,1217,Oliver Stone,Sally Kirkland,Jay O. Sanders,Cheryl Penland,Drama History Thriller,jfk,jfk Oliver Stone Sally Kirkland Jay O. Sanders Cheryl Penland Drama History Thriller
1218,1218,1218,1218,John Whitesell,Chloë Grace Moretz,Nia Long,Marisol Nichols,Comedy Crime,big momma's house 2,big momma's house 2 John Whitesell Chloë Grace Moretz Nia Long Marisol Nichols Comedy Crime
1219,1219,1219,1219,Gore Verbinski,J.K. Simmons,Brad Pitt,Julia Roberts,Adventure Comedy Crime Romance,the mexican,the mexican Gore Verbinski J.K. Simmons Brad Pitt Julia Roberts Adventure Comedy Crime Romance
1220,1220,1220,1220,Angelina Jolie Pitt,Finn Wittrock,Jack O'Connell,Alex Russell,Biography Drama Sport War,unbroken,unbroken Angelina Jolie Pitt Finn Wittrock Jack O'Connell Alex Russell Biography Drama Sport War
1221,1221,1221,1221,Burr Steers,Matthew Perry,Hunter Parrish,Thomas Lennon,Comedy Drama Family Fantasy Romance,17 again,17 again Burr Steers Matthew Perry Hunter Parrish Thomas Lennon Comedy Drama Family Fantasy Romance
1222,1222,1222,1222,Nick Cassavetes,Don Johnson,Kate Upton,David Thornton,Comedy Romance,the other woman,the other woman Nick Cassavetes Don Johnson Kate Upton David Thornton Comedy Romance
1223,1223,1223,1223,David R. Ellis,Krista Allen,Andrew Fiscella,Shantel VanSanten,Horror,the final destination,the final destination David R. Ellis Krista Allen Andrew Fiscella Shantel VanSanten Horror
1224,1224,1224,1224,Steven Spielberg,Tom Hanks,Mark Rylance,Amy Ryan,Drama History Thriller,bridge of spies,bridge of spies Steven Spielberg Tom Hanks Mark Rylance Amy Ryan Drama History Thriller
1225,1225,1225,1225,John Moore,Joaquim de Almeida,David Keith,Sam Jaeger,Action Drama Thriller War,behind enemy lines,behind enemy lines John Moore Joaquim de Almeida David Keith Sam Jaeger Action Drama Thriller War
1226,1226,1226,1226,Nicholas Stoller,Pink,Mario Lopez,Lino Facioli,Comedy Music,get him to the greek,get him to the greek Nicholas Stoller Pink Mario Lopez Lino Facioli Comedy Music
1227,1227,1227,1227,Peter Chelsom,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,Comedy Drama Romance,shall we dance,shall we dance Peter Chelsom Lisa Ann Walter Nick Cannon Omar Benson Miller Comedy Drama Romance
1228,1228,1228,1228,Joe Dante,Kirsten Dunst,Denis Leary,Robert Picardo,Action Adventure Comedy Family Sci-Fi,small soldiers,small soldiers Joe Dante Kirsten Dunst Denis Leary Robert Picardo Action Adventure Comedy Family Sci-Fi
1229,1229,1229,1229,Mark A.Z. Dippé,Michael Jai White,Frank Welker,Miko Hughes,Action Horror,spawn,spawn Mark A.Z. Dippé Michael Jai White Frank Welker Miko Hughes Action Horror
1230,1230,1230,1230,Kevin Reynolds,Henry Cavill,James Frain,Michael Wincott,Action Adventure Drama Romance Thriller,the count of monte cristo,the count of monte cristo Kevin Reynolds Henry Cavill James Frain Michael Wincott Action Adventure Drama Romance Thriller
1231,1231,1231,1231,Brad Furman,Matthew McConaughey,Margarita Levieva,Frances Fisher,Crime Drama Thriller,the lincoln lawyer,the lincoln lawyer Brad Furman Matthew McConaughey Margarita Levieva Frances Fisher Crime Drama Thriller
1232,1232,1232,1232,Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,Action Mystery Thriller,unknown,unknown Jaume Collet-Serra Liam Neeson Frank Langella Aidan Quinn Action Mystery Thriller
1233,1233,1233,1233,Christopher Nolan,Christian Bale,Hugh Jackman,Scarlett Johansson,Drama Mystery Sci-Fi Thriller,the prestige,the prestige Christopher Nolan Christian Bale Hugh Jackman Scarlett Johansson Drama Mystery Sci-Fi Thriller
1234,1234,1234,1234,Sean Anders,Kevin Spacey,Christoph Waltz,Lindsay Sloane,Comedy Crime,horrible bosses 2,horrible bosses 2 Sean Anders Kevin Spacey Christoph Waltz Lindsay Sloane Comedy Crime
1235,1235,1235,1235,Cal Brunker,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,Adventure Animation Comedy Family Sci-Fi,escape from planet earth,escape from planet earth Cal Brunker Brendan Fraser Paul Scheer Jonathan Morgan Heit Adventure Animation Comedy Family Sci-Fi
1236,1236,1236,1236,Mel Gibson,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,Action Adventure Drama Thriller,apocalypto,apocalypto Mel Gibson Rudy Youngblood Dalia Hernández Jonathan Brewer Action Adventure Drama Thriller
1237,1237,1237,1237,John Glen,Joe Don Baker,Desmond Llewelyn,Art Malik,Action Adventure Thriller,the living daylights,the living daylights John Glen Joe Don Baker Desmond Llewelyn Art Malik Action Adventure Thriller
1238,1238,1238,1238,Nimród Antal,Topher Grace,Alice Braga,Derek Mears,Action Adventure Sci-Fi Thriller,predators,predators Nimród Antal Topher Grace Alice Braga Derek Mears Action Adventure Sci-Fi Thriller
1239,1239,1239,1239,Ivan Reitman,Brian Dennehy,Debra Winger,Roscoe Lee Browne,Comedy Crime Romance,legal eagles,legal eagles Ivan Reitman Brian Dennehy Debra Winger Roscoe Lee Browne Comedy Crime Romance
1240,1240,1240,1240,David Koepp,Johnny Depp,Charles S. Dutton,Timothy Hutton,Mystery Thriller,secret window,secret window David Koepp Johnny Depp Charles S. Dutton Timothy Hutton Mystery Thriller
1241,1241,1241,1241,Alejandro Agresti,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,Drama Fantasy Romance,the lake house,the lake house Alejandro Agresti Keanu Reeves Dylan Walsh Ebon Moss-Bachrach Drama Fantasy Romance
1242,1242,1242,1242,Iain Softley,Gena Rowlands,Deneen Tyler,Joy Bryant,Horror Mystery Thriller,the skeleton key,the skeleton key Iain Softley Gena Rowlands Deneen Tyler Joy Bryant Horror Mystery Thriller
1243,1243,1243,1243,Peter Hedges,Jennifer Garner,Odeya Rush,Common,Comedy Drama Family Fantasy,the odd life of timothy green,the odd life of timothy green Peter Hedges Jennifer Garner Odeya Rush Common Comedy Drama Family Fantasy
1244,1244,1244,1244,Paul Weiland,Busy Philipps,Beau Garrett,Kevin Sussman,Comedy Romance,made of honor,made of honor Paul Weiland Busy Philipps Beau Garrett Kevin Sussman Comedy Romance
1245,1245,1245,1245,Clint Eastwood,Johnny Cannizzaro,Steve Schirripa,Scott Vance,Biography Drama Music Musical,jersey boys,jersey boys Clint Eastwood Johnny Cannizzaro Steve Schirripa Scott Vance Biography Drama Music Musical
1246,1246,1246,1246,Francis Ford Coppola,Matt Damon,Dean Stockwell,Virginia Madsen,Crime Drama Thriller,the rainmaker,the rainmaker Francis Ford Coppola Matt Damon Dean Stockwell Virginia Madsen Crime Drama Thriller
1247,1247,1247,1247,Mathieu Kassovitz,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,Horror Mystery Thriller,gothika,gothika Mathieu Kassovitz Robert Downey Jr. Charles S. Dutton Bernard Hill Horror Mystery Thriller
1248,1248,1248,1248,Steven Spielberg,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,Drama History,amistad,amistad Steven Spielberg Anthony Hopkins Morgan Freeman Matthew McConaughey Drama History
1249,1249,1249,1249,John McTiernan,Lorraine Bracco,José Wilker,Sean Connery,Adventure Drama Romance,medicine man,medicine man John McTiernan Lorraine Bracco José Wilker Sean Connery Adventure Drama Romance
1250,1250,1250,1250,Colin Strause,Sam Trammell,Johnny Lewis,Ian Whyte,Action Horror Sci-Fi Thriller,aliens vs. predator: requiem,aliens vs. predator: requiem Colin Strause Sam Trammell Johnny Lewis Ian Whyte Action Horror Sci-Fi Thriller
1251,1251,1251,1251,Donald Petrie,Macaulay Culkin,John Larroquette,Jonathan Hyde,Comedy Family,ri¢hie ri¢h,ri¢hie ri¢h Donald Petrie Macaulay Culkin John Larroquette Jonathan Hyde Comedy Family
1252,1252,1252,1252,Joan Chen,J.K. Simmons,Sam Trammell,Elaine Stritch,Drama Romance,autumn in new york,autumn in new york Joan Chen J.K. Simmons Sam Trammell Elaine Stritch Drama Romance
1253,1253,1253,1253,Marc Lawrence,Brad Garrett,Scott Porter,Haley Bennett,Comedy Music Romance,music and lyrics,music and lyrics Marc Lawrence Brad Garrett Scott Porter Haley Bennett Comedy Music Romance
1254,1254,1254,1254,Greg Mottola,Bobby Lee,Nelson Ascencio,Jeremy Owen,Adventure Comedy Sci-Fi,paul,paul Greg Mottola Bobby Lee Nelson Ascencio Jeremy Owen Adventure Comedy Sci-Fi
1255,1255,1255,1255,Anne Fletcher,Miriam Margolyes,Tom Virtue,Julene Renee,Comedy Drama,the guilt trip,the guilt trip Anne Fletcher Miriam Margolyes Tom Virtue Julene Renee Comedy Drama
1256,1256,1256,1256,Wes Craven,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,Horror Mystery,scream 4,scream 4 Wes Craven Alison Brie Aimee Teegarden Shenae Grimes-Beech Horror Mystery
1257,1257,1257,1257,Joel Schumacher,Nicolas Cage,Chris Bauer,Anthony Heald,Mystery Thriller,8mm,8mm Joel Schumacher Nicolas Cage Chris Bauer Anthony Heald Mystery Thriller
1258,1258,1258,1258,Oliver Stone,Michael Wincott,Kevin Dillon,Kathleen Quinlan,Biography Drama Music Musical,the doors,the doors Oliver Stone Michael Wincott Kevin Dillon Kathleen Quinlan Biography Drama Music Musical
1259,1259,1259,1259,Jake Kasdan,James Wilcox,Randall Park,Nat Faxon,Comedy,sex tape,sex tape Jake Kasdan James Wilcox Randall Park Nat Faxon Comedy
1260,1260,1260,1260,Diane Keaton,Adam Arkin,Celia Weston,Jesse James,Comedy Drama,hanging up,hanging up Diane Keaton Adam Arkin Celia Weston Jesse James Comedy Drama
1261,1261,1261,1261,Steven Quale,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,Horror,final destination 5,final destination 5 Steven Quale Emma Bell Jacqueline MacInnes Wood Courtney B. Vance Horror
1262,1262,1262,1262,Kelly Makin,Jeanne Tripplehorn,Burt Young,Vincent Pastore,Comedy Crime Romance,mickey blue eyes,mickey blue eyes Kelly Makin Jeanne Tripplehorn Burt Young Vincent Pastore Comedy Crime Romance
1263,1263,1263,1263,Mimi Leder,Kevin Spacey,Haley Joel Osment,Angie Dickinson,Drama,pay it forward,pay it forward Mimi Leder Kevin Spacey Haley Joel Osment Angie Dickinson Drama
1264,1264,1264,1264,Bobby Farrelly,Jimmy Fallon,KaDee Strickland,Ione Skye,Comedy Drama Romance Sport,fever pitch,fever pitch Bobby Farrelly Jimmy Fallon KaDee Strickland Ione Skye Comedy Drama Romance Sport
1265,1265,1265,1265,unknown,Bruce Dinsmore,Melissa Altro,Daniel Brochu,Animation Comedy Family,arthur            ,arthur             unknown Bruce Dinsmore Melissa Altro Daniel Brochu Animation Comedy Family
1266,1266,1266,1266,Steven Brill,Lisa Ann Walter,Shaun Weiss,Matt Walsh,Comedy Drama,drillbit taylor,drillbit taylor Steven Brill Lisa Ann Walter Shaun Weiss Matt Walsh Comedy Drama
1267,1267,1267,1267,Seth MacFarlane,Liam Neeson,Charlize Theron,Seth MacFarlane,Comedy Western,a million ways to die in the west,a million ways to die in the west Seth MacFarlane Liam Neeson Charlize Theron Seth MacFarlane Comedy Western
1268,1268,1268,1268,Russell Mulcahy,Jonathan Winters,Peter Boyle,John Kapelos,Action Adventure Crime Fantasy Mystery Thriller,the shadow,the shadow Russell Mulcahy Jonathan Winters Peter Boyle John Kapelos Action Adventure Crime Fantasy Mystery Thriller
1269,1269,1269,1269,Stephen Daldry,Tom Hanks,Thomas Horn,Stephen Henderson,Adventure Drama Mystery,extremely loud & incredibly close,extremely loud & incredibly close Stephen Daldry Tom Hanks Thomas Horn Stephen Henderson Adventure Drama Mystery
1270,1270,1270,1270,Roger Michell,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,Comedy Drama Romance,morning glory,morning glory Roger Michell Noah Bean Patti D'Arbanville Vanessa Aspillaga Comedy Drama Romance
1271,1271,1271,1271,Jim Sheridan,50 Cent,Bill Duke,Marc John Jefferies,Biography Crime Drama Music,get rich or die tryin',get rich or die tryin' Jim Sheridan 50 Cent Bill Duke Marc John Jefferies Biography Crime Drama Music
